street_modern,hnyc_street_name,street_alt,Left_Low,Left_High,Right_Low,Right_High,ED_Left,ED_Right,OBJECTID,JoinID,Name
BATH AVE,BATH AVE,NA,NA,NA,NA,NA,NA,NA,3011,G00002988,BATH AVE
BUSHWICK AVE,BUSHWICK AVE,NA,NA,NA,NA,NA,179,179,3015,G00002992,BUSHWICK AVE
NELSON,NELSON,NA,205,213,198,208,104,104,3016,G00002993,NELSON
40,40,NA,421,459,422,460,67,67,3019,G00002996,40
FULTON,FULTON,NA,1013,1033,982,1002,57,57,3021,G00002998,FULTON
MYRTLE AVE,MYRTLE AVE,NA,483,499,484,502,48,49,3025,G00003002,MYRTLE AVE
7 AVE,7 AVE,NA,845,859,878,892,68,68,3028,G00003005,7 AVE
UNION,UNION,NA,1481,1553,1440,1510,241,241,3029,G00003006,UNION
BROADWAY,BROADWAY,NA,795,815,NA,NA,176,206,3030,G00003007,BROADWAY
BEDFORD AVE,BEDFORD AVE,NA,NA,NA,NA,NA,240,240,3032,G00003009,BEDFORD AVE
GLENMORE AVE,BALTIC AVE,NA,498,512,497,511,NA,NA,3036,G00003013,BALTIC AVE
JAY,JAY,NA,225,243,236,250,22,22,3039,G00003016,JAY
7 AVE,7 AVE,NA,111,125,114,128,224,224,3040,G00003017,7 AVE
WYCKOFF AVE,WYCKOFF AVE,NA,83,101,68,82,177,177,3042,G00003019,WYCKOFF AVE
NASSAU AVE,NASSAU AVE,NA,103,117,100,114,162,169,3043,G00003020,NASSAU AVE
59,59,NA,NA,NA,NA,NA,NA,NA,3045,G00003022,59
STERLING PL,BUTLER,NA,725,803,700,790,75,75,3048,G00003025,BUTLER
BUSHWICK AVE,BUSHWICK AVE,NA,661,665,624,632,177,177,3051,G00003028,BUSHWICK AVE
COMMERCE,COMMERCE,NA,111,127,108,124,99,99,3053,G00003030,COMMERCE
6 AVE,6 AVE,NA,NA,NA,NA,NA,68,68,3054,G00003031,6 AVE
GROVE,GROVE,NA,391,435,392,434,180,180,3057,G00003034,GROVE
BELMONT AVE,BAY AVE,NA,178,192,177,191,NA,NA,3058,G00003035,BAY AVE
PUTNAM AVE,PUTNAM AVE,NA,149,201,132,186,56,57,3059,G00003036,PUTNAM AVE
GATES AVE,GATES AVE,NA,961,1031,920,990,248,248,3060,G00003037,GATES AVE
PARK PL,PARK PL,NA,1167,1241,1160,1234,242,242,3061,G00003038,PARK PL
LOVE LN,LOVE LN,NA,NA,NA,NA,NA,6,6,3064,G00003041,LOVE LN
MYRTLE AVE,MYRTLE AVE,NA,1197,1213,1188,1190,178,178,3069,G00003046,MYRTLE AVE
ATLANTIC AVE,ATLANTIC AVE,NA,1519,1587,NA,NA,245,NA,3071,G00003048,ATLANTIC AVE
CENTRAL AVE,CENTRAL AVE,NA,547,565,572,590,179,179,3074,G00003051,CENTRAL AVE
MIDDAGH,MIDDAGH,NA,39,77,44,82,5,5,3076,G00003053,MIDDAGH
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,1662,1734,NA,241,3077,G00003054,ATLANTIC AVE
5 AVE,5 AVE,NA,515,533,518,532,229,229,3078,G00003055,5 AVE
RICHARDSON,RICHARDSON,NA,155,187,162,196,171,133,3087,G00003064,RICHARDSON
LEWIS AVE,LEWIS AVE,NA,259,273,264,278,244,244,3089,G00003066,LEWIS AVE
4 AVE,4 AVE,NA,693,713,710,724,64,65,3093,G00003070,4 AVE
4 AVE,4 AVE,NA,767,781,778,792,66,66,3095,G00003072,4 AVE
64,64,NA,NA,NA,NA,NA,NA,NA,3096,G00003073,64
ESSEX,ESSEX,NA,359,405,360,406,NA,NA,3099,G00003076,ESSEX
1,1,NA,245,315,238,308,225,225,3103,G00003080,1
EMERSON PL,EMERSON PL,NA,121,165,122,164,50,50,3106,G00003083,EMERSON PL
W PROSPECT,9 AVE,NA,NA,NA,1,7,NA,224,3108,G00003085,9 AVE
E 8,E 8,NA,NA,NA,NA,NA,NA,NA,3109,G00003086,E 8
54,54,NA,1,37,2,38,68,68,3110,G00003087,54
66,66,NA,NA,NA,NA,NA,NA,NA,3112,G00003089,66
KINGSTON AVE,KINGSTON AVE,NA,NA,NA,NA,NA,241,241,3113,G00003090,KINGSTON AVE
KINGSTON AVE,KINGSTON AVE,NA,21,59,22,56,231,231,3114,G00003091,KINGSTON AVE
5 AVE,5 AVE,NA,1239,1257,1246,1264,68,68,3115,G00003092,5 AVE
59,59,NA,NA,NA,NA,NA,NA,NA,3116,G00003093,59
4 AVE,4 AVE,NA,1289,1303,1302,1316,68,68,3117,G00003094,4 AVE
VERONICA PL,VERONICA PL,NA,NA,NA,NA,NA,NA,NA,3118,G00003095,VERONICA PL
SAINT JOHNS PL,DOUGLASS,NA,1219,1285,1244,1310,241,241,3122,G00003099,DOUGLASS
IRVING AVE,IRVING AVE,NA,491,509,502,520,179,179,3124,G00003101,IRVING AVE
VANSIDEREN AVE,VANSIDEREN AVE,NA,NA,NA,NA,NA,NA,NA,3126,G00003103,VANSIDEREN AVE
21 AVE,21 AVE,NA,NA,NA,NA,NA,NA,NA,3128,G00003105,21 AVE
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,242,NA,3131,G00003108,E NEW YORK AVE
UNION,UNION,NA,415,485,388,450,85,86,3138,G00003115,UNION
ATLANTIC AVE,ATLANTIC AVE,NA,2073,2087,NA,NA,250,NA,3140,G00003117,ATLANTIC AVE
22,22,NA,239,299,238,296,62,62,3141,G00003118,22
HART,ELM,NA,379,421,380,422,177,177,3142,G00003119,ELM
CLERMONT AVE,CLERMONT AVE,NA,325,371,340,382,205,203,3148,G00003125,CLERMONT AVE
82,82,NA,NA,NA,NA,NA,NA,NA,3151,G00003128,82
MANHATTAN AVE,MANHATTAN AVE,NA,167,235,176,244,168,161,3152,G00003129,MANHATTAN AVE
AUTUMN AVE,RAILROAD AVE,NA,359,382,366,387,NA,NA,3154,G00003131,RAILROAD AVE
AVE U,AVE U,NA,NA,NA,NA,NA,NA,NA,3155,G00003132,AVE U
BKLYN AVE,BKLYN AVE,NA,381,405,378,402,241,239,3157,G00003134,BKLYN AVE
LOMBARDY,LOMBARDY,NA,131,169,132,170,171,171,3159,G00003136,LOMBARDY
STARR,STARR,NA,189,257,190,254,178,178,3160,G00003137,STARR
PARK PL,PARK PL,NA,469,539,460,522,240,240,3164,G00003141,PARK PL
PULASKI,PULASKI,NA,135,205,146,216,209,209,3170,G00003147,PULASKI
BEVERLEY RD,BEVERLEY RD,NA,NA,NA,NA,NA,NA,NA,3173,G00003150,BEVERLEY RD
NASSAU,NASSAU,NA,191,213,186,208,29,32,3178,G00003155,NASSAU
HENRY,HENRY,NA,213,221,210,222,8,9,3180,G00003157,HENRY
HOWARD AVE,HOWARD AVE,NA,333,361,338,364,242,242,3183,G00003160,HOWARD AVE
HICKS,HICKS,NA,231,245,230,246,9,3,3186,G00003163,HICKS
SARATOGA AVE,SARATOGA AVE,NA,NA,NA,NA,NA,NA,NA,3187,G00003164,SARATOGA AVE
7 AVE,7 AVE,NA,929,939,954,968,68,68,3189,G00003166,7 AVE
WILSON AVE,HAMBURG AVE,NA,163,179,164,178,177,177,3191,G00003168,HAMBURG AVE
CT,CT,NA,231,241,232,238,80,38,3192,G00003169,CT
EAST PKWY,EAST PKWY,NA,1241,1311,NA,NA,239,239,3194,G00003171,EAST PKWY
NOSTRAND AVE,NOSTRAND AVE,NA,169,185,200,214,213,213,3195,G00003172,NOSTRAND AVE
E NEW YORK AVE,E NEW YORK AVE,NA,NA,NA,NA,NA,242,NA,3196,G00003173,E NEW YORK AVE
49,49,NA,NA,NA,NA,NA,NA,NA,3198,G00003175,49
WEST,WEST,NA,27,41,26,40,167,167,3199,G00003176,WEST
W PROSPECT,9 AVE,NA,NA,NA,178,184,NA,230,3200,G00003177,9 AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,373,391,366,382,180,180,3201,G00003178,KNICKERBOCKER AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,203,221,196,214,177,177,3202,G00003179,KNICKERBOCKER AVE
PACIFIC,PACIFIC,NA,919,975,898,954,72,74,3208,G00003185,PACIFIC
13 AVE,13 AVE,NA,NA,NA,NA,NA,NA,NA,3209,G00003186,13 AVE
PATCHEN AVE,PATCHEN AVE,NA,75,89,74,88,248,248,3211,G00003188,PATCHEN AVE
MONITOR,MONITOR,NA,1,35,2,36,171,171,3213,G00003190,MONITOR
NA,CLASSON AVE,NA,649,669,634,652,75,73,3214,G00003191,CLASSON AVE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,355,371,350,364,180,180,3216,G00003193,KNICKERBOCKER AVE
4 AVE,4 AVE,NA,233,251,244,262,224,79,3217,G00003194,4 AVE
SMITH,SMITH,NA,149,167,148,164,76,76,3218,G00003195,SMITH
AVE X,AVE X,NA,NA,NA,NA,NA,NA,NA,3220,G00003197,AVE X
6 AVE,6 AVE,NA,193,205,188,202,224,224,3225,G00003202,6 AVE
E 2,E 2,NA,NA,NA,NA,NA,NA,NA,3226,G00003203,E 2
SCHNECTADY AVE,SCHNECTADY AVE,NA,235,253,248,266,242,241,3228,G00003205,SCHNECTADY AVE
BEDFORD AVE,BEDFORD AVE,NA,375,389,372,386,127,115,3229,G00003206,BEDFORD AVE
FREEMAN,FREEMAN,NA,89,167,90,166,163,163,3231,G00003208,FREEMAN
EVERGREEN AVE,EVERGREEN AVE,NA,275,291,320,336,180,180,3232,G00003209,EVERGREEN AVE
RIDGE BLVD,RIDGE BLVD,NA,NA,NA,NA,NA,NA,NA,3233,G00003210,RIDGE BLVD
MACDONOUGH,MCDONOUGH,NA,137,209,148,220,231,231,3235,G00003212,MCDONOUGH
VANDERVEER,VANDERVEER,NA,55,93,56,94,179,179,3236,G00003213,VANDERVEER
DEAN,DEAN,NA,261,309,252,304,17,17,3241,G00003218,DEAN
WOODHULL,WOODHULL,NA,21,63,14,58,45,45,3244,G00003221,WOODHULL
VARICK AVE,VARICK AVE,NA,1,NA,NA,NA,174,174,3246,G00003223,VARICK AVE
SCHOLES,SCHOLES,NA,331,371,334,374,174,174,3249,G00003226,SCHOLES
FULTON,FULTON,NA,NA,NA,NA,NA,NA,NA,3254,G00003231,FULTON
16,16,NA,465,527,436,496,230,230,3257,G00003234,16
HERKIMER,HERKIMER,NA,933,949,884,898,250,250,3260,G00003237,HERKIMER
FULTON,FULTON,NA,34,48,33,47,NA,NA,3261,G00003238,FULTON
ROCKAWAY AVE,ROCKAWAY AVE,NA,187,203,200,216,242,242,3265,G00003242,ROCKAWAY AVE
BERRY,BERRY,NA,327,345,324,342,122,120,3266,G00003243,BERRY
DECATUR,DECATUR,NA,149,223,142,216,245,245,3268,G00003245,DECATUR
COMMERCIAL,COMMERCIAL,NA,37,39,36,38,155,155,3272,G00003249,COMMERCIAL
HIGH,HIGH,NA,85,105,80,102,21,21,3274,G00003251,HIGH
ROGERS AVE,ROGERS AVE,NA,NA,NA,NA,NA,240,240,3278,G00003254,ROGERS AVE
BAY RIDGE PKWY,75,NA,NA,NA,NA,NA,NA,NA,3281,G00003257,75
23 AVE,23 AVE,NA,NA,NA,NA,NA,NA,NA,3283,G00003259,23 AVE
WYONA,WYONA,NA,120,140,121,143,NA,NA,3284,G00003260,WYONA
SNEDIKER AVE,SNEDIKER AVE,NA,NA,NA,NA,NA,NA,NA,3287,G00003262,SNEDIKER AVE
MIDDLETON,MIDDLETON,NA,177,231,166,220,183,182,3288,G00003263,MIDDLETON
5 AVE,5 AVE,NA,NA,NA,NA,NA,223,222,3293,G00003268,5 AVE
COLUMBIA,COLUMBIA,NA,1,21,2,22,35,35,3294,G00003269,COLUMBIA
WHITE,WHITE,NA,33,49,42,62,174,174,3296,G00003271,WHITE
KNICKERBOCKER AVE,KNICKERBOCKER AVE,NA,433,451,424,442,180,180,3297,G00003272,KNICKERBOCKER AVE
MARCY AVE,MARCY AVE,NA,531,543,532,544,237,238,3299,G00003274,MARCY AVE
WYCKOFF AVE,WYCKOFF AVE,NA,NA,NA,NA,NA,NA,179,3303,G00003278,WYCKOFF AVE
FLUSHING AVE,FLUSHING AVE,NA,NA,NA,166,186,190,197,3304,G00003279,FLUSHING AVE
FRANKLIN AVE,FRANKLIN AVE,NA,589,609,584,606,240,75,3311,G00003286,FRANKLIN AVE
BUSHWICK AVE,BUSHWICK AVE,NA,837,853,816,838,180,180,3313,G00003288,BUSHWICK AVE
SAINT JOHNS PL,DOUGLASS,NA,1287,1355,1312,1378,241,241,3315,G00003290,DOUGLASS
DRIGGS AVE,DRIGGS AVE,NA,109,127,108,126,109,107,3318,G00003293,DRIGGS AVE
ALBEMARLE RD,ALBEMARLE RD,NA,NA,NA,NA,NA,NA,NA,3319,G00003294,ALBEMARLE RD
50,50,NA,NA,NA,NA,NA,NA,NA,3320,G00003295,50
JOHN,JOHN,NA,135,167,148,176,27,27,3325,G00003299,JOHN
17,17,NA,493,559,500,566,63,63,3326,G00003300,17
MIDWOOD,MIDWOOD,NA,NA,NA,NA,NA,NA,NA,3328,G00003302,MIDWOOD
ECKFORD,ECKFORD,NA,1,43,2,42,170,170,3330,G00003304,ECKFORD
PARK PL,PARK PL,NA,289,373,296,372,75,75,3331,G00003305,PARK PL
SAINT MARKS AVE,SAINT MARKS AVE,NA,1249,1319,1260,1318,242,242,3333,G00003307,SAINT MARKS AVE
CHRISTOPHER AVE,CHRISTOPHER AVE,NA,48,68,37,63,NA,NA,3334,G00003308,CHRISTOPHER AVE
CENTRAL AVE,CENTRAL AVE,NA,567,585,592,610,179,179,3338,G00003312,CENTRAL AVE
NOSTRAND AVE,NOSTRAND AVE,NA,439,457,480,498,232,232,3340,G00003314,NOSTRAND AVE
NEW YORK AVE,NEW YORK AVE,NA,403,425,416,442,239,239,3343,G00003317,NEW YORK AVE
20,20,NA,559,605,550,592,63,63,3346,G00003320,20
PARK PL,PARK PL,NA,1029,1095,1024,1090,242,242,3347,G00003321,PARK PL
18,18,NA,175,233,166,238,60,61,3348,G00003322,18
NOSTRAND AVE,NOSTRAND AVE,NA,793,807,834,848,239,240,3349,G00003323,NOSTRAND AVE
DIKEMAN,DIKEMAN,NA,191,267,192,270,97,97,3350,G00003324,DIKEMAN
KENT AVE,KENT AVE,NA,441,497,476,538,51,50,3354,G00003328,KENT AVE
CRESCENT TER,CRESCENT TER,NA,NA,NA,NA,NA,NA,NA,3355,G00003329,CRESCENT TER
BLEECKER,BLEECKER,NA,411,421,412,420,180,180,3360,G00003334,BLEECKER
MEADOW,MEADOW,NA,223,259,226,262,174,174,3361,G00003335,MEADOW
ERASMUS,ERASMUS,NA,NA,NA,NA,NA,NA,NA,3363,G00003337,ERASMUS
8 AVE,8 AVE,NA,625,639,608,626,67,67,3365,G00003339,8 AVE
DEAN,DEAN,NA,723,749,728,750,72,72,3366,G00003340,DEAN
BUSHWICK AVE,BUSHWICK AVE,NA,479,495,418,424,176,176,3367,G00003341,BUSHWICK AVE
QUINCY,QUINCY,NA,1,45,2,44,55,55,3372,G00003346,QUINCY
CENTRAL AVE,CENTRAL AVE,NA,259,277,282,300,180,180,3374,G00003348,CENTRAL AVE
MARCY AVE,MARCY AVE,NA,441,465,442,456,210,210,3381,G00003355,MARCY AVE
56,56,NA,269,327,290,360,68,68,3384,G00003358,56
LINCOLN PL,DEGRAW,NA,1159,1225,1164,1228,240,240,3387,G00003361,DEGRAW
DECATUR,DECATUR,NA,577,645,568,636,250,250,3388,G00003362,DECATUR
S 4,S 4,NA,19,59,20,58,106,113,3389,G00003363,S 4
JAY,JAY,NA,75,103,80,108,13,12,3394,G00003368,JAY
50,50,NA,NA,NA,NA,NA,NA,NA,3395,G00003369,50
BEDFORD AVE,BEDFORD AVE,NA,NA,NA,NA,NA,240,240,3396,G00003370,BEDFORD AVE
MORGAN AVE,MORGAN AVE,NA,93,109,94,110,174,174,3398,G00003372,MORGAN AVE
STARR,STARR,NA,123,187,124,188,178,178,3399,G00003373,STARR
BEAVER,BEAVER,NA,1,5,2,6,176,176,3403,G00003377,BEAVER
WILSON AVE,HAMBURG AVE,NA,609,623,594,608,179,179,3404,G00003378,HAMBURG AVE
GALLATIN PL,GALLATIN PL,NA,1,19,2,20,14,14,3406,G00003380,GALLATIN PL
STATE,STATE,NA,311,363,330,380,18,18,3408,G00003382,STATE
S 4,S 4,NA,91,129,90,126,107,113,3411,G00003385,S 4
WILLOUGHBY AVE,WILLOUGHBY AVE,NA,301,331,302,330,51,51,3412,G00003386,WILLOUGHBY AVE
HOYT,HOYT,NA,229,245,228,244,85,81,3415,G00003389,HOYT
HALSEY,MARGARITA,NA,179,235,182,238,179,179,3416,G00003390,MARGARITA
VAN BRUNT,VAN BRUNT,NA,383,403,408,422,96,96,3418,G00003392,VAN BRUNT
JAY,JAY,NA,305,335,318,352,23,23,3421,G00003395,JAY
THROOP AVE,THROOP AVE,NA,363,381,390,408,237,237,3422,G00003396,THROOP AVE
SCHENK AVE,SCHENK AVE,NA,NA,NA,NA,NA,NA,NA,3424,G00003398,SCHENK AVE
BUSHWICK AVE,BUSHWICK AVE,NA,611,627,562,578,178,178,3425,G00003399,BUSHWICK AVE
CRESCENT TER,CRESCENT TER,NA,333,355,334,354,NA,NA,3426,G00003400,CRESCENT TER
N 12,N 12,NA,103,141,104,142,115,115,3429,G00003403,N 12
STERLING PL,BUTLER,NA,NA,NA,NA,NA,71,71,3431,G00003405,BUTLER
4 AVE,4 AVE,NA,1173,1191,1186,1204,68,68,3438,G00003412,4 AVE
6,6,NA,543,573,556,586,225,225,3440,G00003414,6
JOHN,JOHN,NA,43,87,46,94,13,13,3442,G00003416,JOHN
RUTLEDGE AVE,RUTLEDGE,NA,123,173,114,164,184,183,3443,G00003417,RUTLEDGE
FULTON,FULTON,NA,NA,NA,2178,2208,250,250,3444,G00003418,FULTON
HIMROD,HIMROD,NA,39,127,38,124,180,180,3445,G00003419,HIMROD
ROGERS AVE,ROGERS AVE,NA,NA,NA,NA,NA,240,240,3446,G00003420,ROGERS AVE
45,45,NA,363,421,384,442,68,68,3448,G00003422,45
MARCY AVE,MARCY AVE,NA,177,195,180,198,182,182,3450,G00003424,MARCY AVE
SMITH,SMITH,NA,169,187,160,180,76,76,3452,G00003426,SMITH
6 AVE,6 AVE,NA,443,459,434,448,226,226,3454,G00003428,6 AVE
ROCHESTER AVE,ROCHESTER AVE,NA,NA,NA,NA,NA,NA,NA,3455,G00003429,ROCHESTER AVE
MONTAGUE,MONTAGUE,NA,87,127,86,126,6,9,3457,G00003431,MONTAGUE
MORGAN AVE,MORGAN AVE,NA,385,403,390,408,172,172,3460,G00003434,MORGAN AVE
JEFFERSON,JEFFERSON,NA,443,455,480,498,175,175,3466,G00003439,JEFFERSON
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,3467,G00003440,14 AVE
SURF AVE,SURF AVE,NA,NA,NA,NA,NA,NA,NA,3469,G00003442,SURF AVE
FULTON,FULTON,NA,1965,2021,2042,2096,250,250,3471,G00003444,FULTON
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,3473,G00003446,14 AVE
MADISON,MADISON,NA,413,473,414,484,236,236,3478,G00003451,MADISON
7 AVE,7 AVE,NA,407,423,408,422,229,229,3479,G00003452,7 AVE
NASSAU AVE,NASSAU AVE,NA,185,189,182,184,162,169,3480,G00003453,NASSAU AVE
BOERUM PL,BOERUM PL,NA,19,41,20,38,14,7,3487,G00003460,BOERUM PL
DIAMOND,DIAMOND,NA,1,75,2,70,169,169,3488,G00003461,DIAMOND
BOND,BOND,NA,131,151,132,150,18,19,3489,G00003462,BOND
OTSEGO,OTSEGO,NA,1,19,2,8,101,96,3490,G00003463,OTSEGO
JAMAICA AVE,JAMAICA AVE,NA,NA,NA,566,588,NA,NA,3493,G00003465,JAMAICA AVE
SAINT NICHOLASS AVE,SAINT NICHOLASS AVE,NA,41,59,42,60,178,178,3494,G00003466,SAINT NICHOLASS AVE
EVERGREEN AVE,EVERGREEN AVE,NA,143,161,176,202,178,178,3495,G00003467,EVERGREEN AVE
KINGSTON AVE,KINGSTON AVE,NA,NA,NA,NA,NA,NA,NA,3498,G00003470,KINGSTON AVE
BROADWAY,BROADWAY,NA,643,661,602,622,176,219,3499,G00003471,BROADWAY
BAINBRIDGE,BAINBRIDGE,NA,353,421,358,424,250,250,3503,G00003475,BAINBRIDGE
HOYT,HOYT,NA,33,51,32,50,15,14,3504,G00003476,HOYT
FLUSHING AVE,FLUSHING AVE,NA,NA,NA,NA,NA,174,175,3505,G00003477,FLUSHING AVE
LEE AVE,LEE AVE,NA,63,79,60,78,186,186,3507,G00003479,LEE AVE
SNYDER AVE,SNYDER AVE,NA,NA,NA,NA,NA,NA,NA,3508,G00003480,SNYDER AVE
NOSTRAND AVE,NOSTRAND AVE,NA,117,135,136,152,216,216,3514,G00003486,NOSTRAND AVE
86,86,NA,NA,NA,NA,NA,NA,NA,3518,G00003490,86
MORGAN AVE,MORGAN AVE,NA,33,51,34,52,174,174,3519,G00003491,MORGAN AVE
47,47,NA,NA,NA,NA,NA,NA,NA,3522,G00003494,47
FRANKLIN AVE,FRANKLIN AVE,NA,803,817,790,804,240,75,3523,G00003495,FRANKLIN AVE
7 AVE,7 AVE,NA,443,455,442,462,230,230,3526,G00003498,7 AVE
LINCOLN PL,DEGRAW,NA,NA,NA,NA,NA,71,71,3527,G00003499,DEGRAW
KENT AVE,KENT AVE,NA,253,273,278,298,190,190,3528,G00003500,KENT AVE
MACDONOUGH,MCDONOUGH,NA,431,493,442,506,246,246,3531,G00003503,MCDONOUGH
ATLANTIC AVE,ATLANTIC AVE,NA,NA,NA,NA,NA,NA,NA,3534,G00003506,ATLANTIC AVE
BOERUM PL,BOERUM PL,NA,43,61,40,60,14,7,3536,G00003508,BOERUM PL
W MARGINAL,PELLINGTON,NA,1,43,2,44,179,179,3537,G00003509,PELLINGTON
UNION,UNION,NA,1695,1757,1656,1718,242,242,3538,G00003510,UNION
BUSHWICK AVE,BUSHWICK AVE,NA,385,387,308,310,174,153,3541,G00003513,BUSHWICK AVE
HOWARD AVE,HOWARD AVE,NA,233,247,236,250,250,250,3544,G00003516,HOWARD AVE
CT,CT,NA,243,247,240,248,80,38,3547,G00003519,CT
ALBANY AVE,ALBANY AVE,NA,NA,NA,NA,NA,NA,NA,3551,G00003523,ALBANY AVE
PRESIDENT,PRESIDENT,NA,587,657,586,658,224,224,3556,G00003528,PRESIDENT
25 AVE,25 AVE,NA,NA,NA,NA,NA,NA,NA,3561,G00003532,25 AVE
LINDEN,LINDEN,NA,93,159,86,150,180,180,3562,G00003533,LINDEN
UNION PL,CLASSON AVE,NA,753,777,740,762,75,75,3563,G00003534,CLASSON AVE
EAST PKWY,EAST PKWY,NA,929,955,NA,NA,75,75,3564,G00003535,EAST PKWY
SAINT JOHNS PL,DOUGLASS,NA,NA,NA,NA,NA,71,71,3566,G00003537,DOUGLASS
CROPSEY AVE,CROPSEY AVE,NA,NA,NA,NA,NA,NA,NA,3568,G00003539,CROPSEY AVE
CATON AVE,CATON AVE,NA,NA,NA,NA,NA,NA,NA,3569,G00003540,CATON AVE
PROSPECT PARK GRAND ARMY PLZ,PROSPECT PARK GRAND ARMY PLZ,NA,NA,NA,NA,NA,NA,NA,3570,G00003541,PROSPECT PARK GRAND ARMY PLZ
ANTHONY,ANTHONY,NA,1,37,2,38,171,171,3571,G00003542,ANTHONY
14 AVE,14 AVE,NA,NA,NA,NA,NA,NA,NA,3575,G00003546,14 AVE
NASSAU AVE,NASSAU AVE,NA,321,325,312,326,162,169,3576,G00003547,NASSAU AVE
15 AVE,15 AVE,NA,NA,NA,NA,NA,NA,NA,3584,G00003555,15 AVE
NORMAN,NORMAN,NA,303,317,300,314,161,162,3587,G00003558,NORMAN
8 AVE,8 AVE,NA,759,761,750,760,NA,NA,3589,G00003560,8 AVE
86,86,NA,NA,NA,NA,NA,NA,NA,3593,G00003564,86
LOUIS PL,LOUIS PL,NA,NA,NA,NA,NA,NA,NA,3595,G00003566,LOUIS PL
GATES AVE,GATES AVE,NA,21,41,14,30,205,204,3597,G00003568,GATES AVE
5,5,NA,545,607,550,612,225,225,3600,G00003570,5
PUTNAM AVE,PUTNAM AVE,NA,105,147,94,130,56,57,3601,G00003571,PUTNAM AVE
VAN SICLEN AVE,VAN SICLEN AVE,NA,208,228,209,229,NA,NA,3603,G00003573,VAN SICLEN AVE
ANTHONY,ANTHONY,NA,73,77,72,76,171,171,3605,G00003575,ANTHONY
54,54,NA,39,107,40,98,68,68,3607,G00003577,54
HIGHLAND BLVD,HIGHLAND BLVD,NA,NA,NA,NA,NA,179,179,3608,G00003578,HIGHLAND BLVD
FULTON,FULTON,NA,497,499,444,446,90,14,3613,G00003583,FULTON
BROADWAY,BROADWAY,NA,1353,1367,1224,1238,179,250,3614,G00003584,BROADWAY
WHITE,WHITE,NA,69,81,82,96,174,174,3615,G00003585,WHITE
21 AVE,21 AVE,NA,NA,NA,NA,NA,NA,NA,3618,G00003588,21 AVE
GROVE,GROVE,NA,27,49,28,58,180,180,3620,G00003590,GROVE
CT,CT,NA,101,119,94,110,7,7,3622,G00003591,CT
PALMETTO,PALMETTO,NA,159,217,164,220,180,180,3626,G00003595,PALMETTO
METROPOLITAN AVE,METROPOLITAN AVE,NA,505,513,550,560,173,132,3628,G00003597,METROPOLITAN AVE
HEYWARD,HEYWARD,NA,1,15,2,14,190,190,3631,G00003600,HEYWARD
43,43,NA,213,277,216,276,67,68,3632,G00003601,43
WATER,WATER,NA,237,279,234,278,28,28,3633,G00003602,WATER
SMITH,SMITH,NA,331,343,322,322,83,83,3639,G00003608,SMITH
FLUSHING AVE,FLUSHING AVE,NA,NA,NA,66,86,190,193,3640,G00003609,FLUSHING AVE
BOGART,BOGART,NA,11,19,12,22,174,174,3641,G00003610,BOGART
ARLINGTON AVE,DIVISION AVE,NA,291,313,290,312,NA,NA,3643,G00003612,DIVISION AVE
RIVERDALE AVE,RIVERDALE AVE,NA,NA,NA,NA,NA,NA,NA,3644,G00003613,RIVERDALE AVE
TOWNSEND,TOWNSEND,NA,81,99,76,94,171,171,3646,G00003615,TOWNSEND
TEN EYCK WALK,TEN EYCK,NA,157,191,160,194,131,145,3648,G00003617,TEN EYCK
E 92,CANARSIE RD,NA,NA,NA,NA,NA,NA,NA,3649,G00003618,CANARSIE RD
BERRY,BERRY,NA,105,123,104,122,113,113,3656,G00003625,BERRY
ALBANY AVE,ALBANY AVE,NA,129,149,128,148,241,241,3657,G00003626,ALBANY AVE
AVE C,AVE C,NA,NA,NA,NA,NA,NA,NA,3658,G00003627,AVE C
COVERT,COVERT,NA,161,217,160,216,179,179,3659,G00003628,COVERT
PIERREPONT PL,PIERREPONT PL,NA,NA,NA,1,3,3,3,3660,G00003629,PIERREPONT PL
8 AVE,8 AVE,NA,397,411,376,390,230,229,3665,G00003634,8 AVE
RICHARD,RICHARD,NA,65,79,70,84,99,99,3668,G00003637,RICHARD
BOND,BOND,NA,189,205,200,216,77,80,3669,G00003638,BOND
GLENMORE AVE,BALTIC AVE,NA,258,272,257,271,NA,NA,3670,G00003639,BALTIC AVE
GROVE,GROVE,NA,51,81,60,90,180,180,3671,G00003640,GROVE
UTICA AVE,UTICA AVE,NA,NA,NA,NA,NA,242,242,3672,G00003641,UTICA AVE
BOND,BOND,NA,229,245,238,256,86,85,3674,G00003643,BOND
GRAND,GRAND,NA,547,581,538,572,131,131,3675,G00003644,GRAND
23 AVE,23 AVE,NA,NA,NA,NA,NA,NA,NA,3677,G00003646,23 AVE
GATES AVE,GATES AVE,NA,109,127,98,116,58,59,3678,G00003647,GATES AVE
3,3,NA,1,61,2,60,84,84,3682,G00003651,3
