ED,Name,JoinId,Full_Name,Name1910,AltName,Left_Low,Left_High,Right_Low,Right_High,ObjectID,source
222,TILLARY,NULL,NULL,TILLARY,NULL,245,291,250,282,16216,Morse geo
224,EDWARDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
227,MACOMBER SQ,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
229,MYRTLE AVE,G00001059,MYRTLE AVE,NULL,NULL,173,187,166,180,17137,Morse geo
232,WILLOUGHBY,G00028970,WILLOUGHBY,NULL,NULL,173,185,160,174,16179,Morse geo
237,FELIX,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
239,FERRIS,G00016361,FERRIS,NULL,NULL,61,77,62,80,8093,Morse geo
239,FERRIS,G00018082,FERRIS,NULL,NULL,97,115,98,116,8937,Morse geo
239,FERRIS,G00024017,FERRIS,NULL,NULL,79,95,82,96,11797,Morse geo
239,FERRIS,G00026083,FERRIS,NULL,NULL,21,39,22,50,12818,Morse geo
239,FERRIS,G00027067,FERRIS,NULL,NULL,41,59,52,60,13280,Morse geo
239,FERRIS,G00027787,FERRIS,NULL,NULL,1,19,2,20,13614,Morse geo
245,PIONEER,G00011097,PIONEER,NULL,NULL,139,155,138,156,5468,Morse geo
245,PIONEER,G00020208,PIONEER,NULL,NULL,157,175,158,176,9981,Morse geo
245,PIONEER,G00011903,PIONEER,NULL,NULL,21,79,20,78,16327,Morse geo
245,PIONEER,NULL,NULL,PIONEER,NULL,1,19,2,18,16335,Morse geo
246,SEABRING,G00003654,SEABRING,NULL,NULL,1,33,2,34,1827,Morse geo
246,SEABRING,G00023021,SEABRING,NULL,NULL,35,73,36,74,11326,Morse geo
247,DIKEMAN,G00004320,DIKEMAN,NULL,NULL,21,61,22,62,2160,Morse geo
247,DIKEMAN,G00029866,DIKEMAN,NULL,NULL,1,19,2,20,14622,Morse geo
248,CREAMER,G00009116,CREAMER,NULL,NULL,229,253,230,254,4478,Morse geo
248,CREAMER,G00018011,CREAMER,NULL,NULL,49,93,50,92,8896,Morse geo
248,CREAMER,G00021315,CREAMER,NULL,NULL,255,273,256,272,10513,Morse geo
248,CREAMER,G00025518,CREAMER,NULL,NULL,183,227,184,228,12543,Morse geo
248,CREAMER,NULL,NULL,CREAMER,NULL,135,181,136,182,16288,Morse geo
248,CREAMER,NULL,NULL,CREAMER,NULL,95,133,94,134,16289,Morse geo
250,NELSON,G00005275,NELSON,NULL,NULL,1,43,2,42,2637,Morse geo
258,HAMILTON AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
259,GOWANUS CANAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
269,WYTHE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
270,KENT AVE,G00000400,KENT AVE,NULL,NULL,403,421,404,422,205,Morse geo
273,NEW,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
275,4  N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
276,KENT AVE,G00002202,KENT AVE,NULL,NULL,51,65,52,68,1109,Morse geo
276,KENT AVE,G00003298,KENT AVE,NULL,NULL,1,17,2,18,1653,Morse geo
276,KENT AVE,G00009674,KENT AVE,NULL,NULL,67,81,70,90,4743,Morse geo
276,KENT AVE,G00025344,KENT AVE,NULL,NULL,35,49,28,50,12451,Morse geo
276,KENT AVE,G00027708,KENT AVE,NULL,NULL,25,33,20,26,13574,Morse geo
280,DRIGGS AVE,G00003985,DRIGGS AVE,NULL,NULL,435,457,436,458,1997,Morse geo
280,DRIGGS AVE,G00004130,DRIGGS AVE,NULL,NULL,505,529,506,528,2061,Morse geo
280,DRIGGS AVE,G00010338,DRIGGS AVE,NULL,NULL,459,479,460,480,5088,Morse geo
280,DRIGGS AVE,G00016769,DRIGGS AVE,NULL,NULL,NA,NA,NA,NA,8298,Morse geo
280,DRIGGS AVE,G00018085,DRIGGS AVE,NULL,NULL,481,503,482,504,8939,Morse geo
280,DRIGGS AVE,G00020479,DRIGGS AVE,NULL,NULL,NA,NA,NA,NA,20894,Morse geo
280,DRIGGS AVE,G00016769,DRIGGS AVE,NULL,NULL,NA,NA,NA,NA,20902,Morse geo
280,DRIGGS AVE,G00020479,DRIGGS AVE,NULL,NULL,NA,NA,NA,NA,20911,Morse geo
280,DRIGGS AVE,G00020479,DRIGGS AVE,NULL,NULL,NA,NA,NA,NA,20916,Morse geo
289,ROEBLING,G00008910,ROEBLING,NULL,NULL,25,43,28,46,4372,Morse geo
289,ROEBLING,G00029771,ROEBLING,NULL,NULL,1,3,2,8,14575,Morse geo
289,ROEBLING,G00032609,ROEBLING,NULL,NULL,63,45,66,48,15948,Morse geo
296,RODNEY,G00012256,RODNEY,NULL,NULL,419,437,NA,NA,6025,Morse geo
296,RODNEY,G00026026,RODNEY,NULL,NULL,439,471,452,482,12787,Morse geo
300,RICHARDSON,G00011973,RICHARDSON,NULL,NULL,51,NA,52,NA,5883,Morse geo
300,RICHARDSON,G00022572,RICHARDSON,NULL,NULL,85,113,88,114,11120,Morse geo
300,RICHARDSON,G00004764,RICHARDSON,NULL,NULL,115,121,116,122,16589,Morse geo
301,WITHERS,G00002105,WITHERS,NULL,NULL,65,95,66,96,1064,Morse geo
301,WITHERS,G00015685,WITHERS,NULL,NULL,97,135,96,134,7755,Morse geo
302,SKILLMAN AVE,G00008058,SKILLMAN AVE,NULL,NULL,51,85,50,84,3959,Morse geo
302,SKILLMAN AVE,G00007637,SKILLMAN AVE,NULL,NULL,87,121,86,122,3770,Morse geo
307,RODNEY,G00005776,RODNEY,NULL,NULL,383,407,392,408,2880,Morse geo
307,RODNEY,G00012256,RODNEY,NULL,NULL,419,437,NA,NA,6025,Morse geo
307,RODNEY,G00026026,RODNEY,NULL,NULL,439,471,452,482,12787,Morse geo
307,RODNEY,G00032287,RODNEY,NULL,NULL,409,417,410,430,15807,Morse geo
307,RODNEY,G00026094,RODNEY,NULL,NULL,360,381,368,282,16570,Morse geo
308,UNION AVE,G00013287,UNION AVE,NULL,NULL,NA,NA,138,148,6568,Morse geo
308,UNION AVE,G00017660,UNION AVE,NULL,NULL,103,113,114,120,8721,Morse geo
308,UNION AVE,G00020363,UNION AVE,NULL,NULL,175,189,186,202,10049,Morse geo
308,UNION AVE,G00023675,UNION AVE,NULL,NULL,NA,NA,150,164,11628,Morse geo
308,UNION AVE,G00031211,UNION AVE,NULL,NULL,155,173,166,180,15276,Morse geo
310,UNION AVE,G00011367,UNION AVE,NULL,NULL,NA,NA,NA,NA,5607,Morse geo
310,UNION AVE,G00017104,UNION AVE,NULL,NULL,93,101,98,112,8457,Morse geo
310,UNION AVE,G00017660,UNION AVE,NULL,NULL,103,113,114,120,8721,Morse geo
323,JOHNSON AVE,G00024609,JOHNSON AVE,NULL,NULL,1,11,2,4,12095,Morse geo
360,CLAY,G00021398,CLAY,NULL,NULL,NA,NA,2,64,10562,Morse geo
362,PEQUOT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
375,NEWTOWN CREEK,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
376,GREENPOINT AVE,G00002005,GREENPOINT AVE,NULL,NULL,NA,NA,NA,NA,1023,Morse geo
376,GREENPOINT AVE,G00004786,GREENPOINT AVE,NULL,NULL,NA,NA,NA,NA,2395,Morse geo
376,GREENPOINT AVE,G00008943,GREENPOINT AVE,NULL,NULL,295,305,306,332,4388,Morse geo
376,GREENPOINT AVE,G00011559,GREENPOINT AVE,NULL,NULL,197,215,NA,NA,5703,Morse geo
376,GREENPOINT AVE,G00011980,GREENPOINT AVE,NULL,NULL,279,287,NA,NA,5888,Morse geo
376,GREENPOINT AVE,G00016305,GREENPOINT AVE,NULL,NULL,257,269,262,274,8064,Morse geo
376,GREENPOINT AVE,G00018530,GREENPOINT AVE,NULL,NULL,NA,NA,NA,NA,9163,Morse geo
376,GREENPOINT AVE,G00000767,GREENPOINT AVE,NULL,NULL,217,247,234,252,16862,Morse geo
376,GREENPOINT AVE,G00000767,GREENPOINT AVE,NULL,NULL,249,255,NA,NA,16864,Morse geo
376,GREENPOINT AVE,G00001931,GREENPOINT AVE,NULL,NULL,NA,NA,NA,NA,20798,Morse geo
376,GREENPOINT AVE,G00001931,GREENPOINT AVE,NULL,NULL,NA,NA,NA,NA,20799,Morse geo
377,OAKLAND,G00001788,OAKLAND,NULL,NULL,125,155,124,154,913,Morse geo
377,OAKLAND,G00002909,OAKLAND,NULL,NULL,157,207,156,180,1462,Morse geo
380,NORMAN AVE,G00018076,NORMAN,NORMAN AVE,NULL,19,37,16,34,8933,Morse geo
381,MESEROLE AVE,G00020014,MESEROLE AVE,NULL,NULL,95,105,90,100,9874,Morse geo
384,WE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
386,LORIMER,G00003662,LORIMER,NULL,NULL,905,973,906,972,1834,Morse geo
386,LORIMER,G00026788,LORIMER,NULL,NULL,NA,NA,836,904,13155,Morse geo
395,RUSSELL,G00007602,RUSSELL,NULL,NULL,201,251,200,250,3751,Morse geo
404,RICHARDSON,G00022572,RICHARDSON,NULL,NULL,85,113,88,114,11120,Morse geo
404,RICHARDSON,G00004764,RICHARDSON,NULL,NULL,115,121,116,122,16589,Morse geo
405,VANPELT AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
406,VANPELT AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
408,HUMBOLDT AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
409,CHERRY,G00010164,CHERRY,NULL,NULL,NA,NA,NA,NA,4997,Morse geo
409,CHERRY,G00012316,CHERRY,NULL,NULL,NA,NA,NA,NA,6056,Morse geo
409,CHERRY,G00019205,CHERRY,NULL,NULL,NA,NA,NA,NA,9474,Morse geo
409,CHERRY,G00025873,CHERRY,NULL,NULL,NA,NA,NA,NA,12710,Morse geo
409,CHERRY,G00027002,CHERRY,NULL,NULL,NA,NA,NA,NA,13249,Morse geo
409,CHERRY,G00016418,CHERRY,NULL,NULL,NA,NA,NA,NA,16618,Morse geo
410,OLIVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
411,MASPETH AVE,G00003799,MASPETH AVE,NULL,NULL,45,71,40,74,1903,Morse geo
411,MASPETH AVE,G00015419,MASPETH AVE,NULL,NULL,73,97,76,100,7638,Morse geo
411,MASPETH AVE,G00017766,MASPETH AVE,NULL,NULL,1,17,NA,NA,8780,Morse geo
411,MASPETH AVE,G00021675,MASPETH AVE,NULL,NULL,19,27,18,36,10700,Morse geo
411,MASPETH AVE,G00021956,MASPETH AVE,NULL,NULL,99,123,NA,NA,10837,Morse geo
416,HARRISON PL,G00005976,HARRISON PL,NULL,NULL,NA,NA,NA,NA,2984,Morse geo
416,HARRISON PL,G00023811,HARRISON PL,NULL,NULL,113,161,114,162,11692,Morse geo
416,HARRISON PL,NULL,NULL,HARRISON PL,NULL,163,199,164,200,17073,Morse geo
417,WATERBURY,G00022868,WATERBURY,NULL,NULL,135,153,130,150,11258,Morse geo
417,WATERBURY,G00008722,WATERBURY,NULL,NULL,113,133,108,128,4282,Morse geo
417,WATERBURY,G00026109,WATERBURY,NULL,NULL,75,83,78,84,12831,Morse geo
417,WATERBURY,G00028811,WATERBURY,NULL,NULL,85,111,86,106,14114,Morse geo
418,WATERBURY,G00008722,WATERBURY,NULL,NULL,113,133,108,128,4282,Morse geo
418,WATERBURY,G00026109,WATERBURY,NULL,NULL,75,83,78,84,12831,Morse geo
418,WATERBURY,G00028811,WATERBURY,NULL,NULL,85,111,86,106,14114,Morse geo
421,SCHOLES,G00002774,SCHOLES,NULL,NULL,281,327,284,330,1385,Morse geo
421,SCHOLES,G00020875,SCHOLES,NULL,NULL,221,279,218,282,10295,Morse geo
427,VARET,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
430,WASHINGTON AVE,G00000185,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,19791,Morse geo
430,WASHINGTON AVE,G00000185,WASHINGTON AVE,NULL,NULL,NA,NA,NA,NA,19792,Morse geo
432,EA AVE,NULL,NULL,EA AVE,NULL,NA,NA,302,318,19779,Morse geo
432,EA AVE,NULL,NULL,EA AVE,NULL,NA,NA,320,340,19784,Morse geo
432,EA AVE,NULL,NULL,EA AVE,NULL,NA,NA,342,362,20383,Morse geo
435,WILSON,G00032794,WILSON,NULL,NULL,125,175,128,180,16033,Morse geo
438,WALLABOUT,G00008284,WALLABOUT,NULL,NULL,NA,NA,80,106,4066,Morse geo
438,WALLABOUT,G00008487,WALLABOUT,NULL,NULL,NA,NA,134,148,4166,Morse geo
438,WALLABOUT,G00012164,WALLABOUT,NULL,NULL,45,61,72,78,5977,Morse geo
438,WALLABOUT,G00019847,WALLABOUT,NULL,NULL,NA,NA,108,132,9793,Morse geo
438,WALLABOUT,G00002988,WALLABOUT,NULL,NULL,NA,NA,NA,NA,16556,Morse geo
466,EDWARDS,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
470,PORTLAND AVE S,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
518,WILLOUGHBY AVE,G00012418,WILLOUGHBY AVE,NULL,NULL,841,879,848,880,6105,Morse geo
518,WILLOUGHBY AVE,G00001115,WILLOUGHBY AVE,NULL,NULL,777,837,778,838,574,Morse geo
523,3,G00000823,3,NULL,NULL,169,225,170,228,425,Morse geo
523,3,G00004282,3,NULL,NULL,NA,NA,NA,NA,2140,Morse geo
523,3,G00021596,3,NULL,NULL,227,291,230,294,10669,Morse geo
569,MONTGOMERY PL,G00003728,MONTGOMERY PL,NULL,NULL,11,59,10,60,1866,Morse geo
573,HORACE CT,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
576,8 AVE,G00009746,8 AVE,NULL,NULL,1901,1923,1902,1922,4784,Morse geo
576,8 AVE,G00013089,8 AVE PEDERIAN OPAS,8 AVE,NULL,NA,NA,1802,1824,6456,Morse geo
604,NORAND AVE,G00015003,NORAND AVE,NULL,NULL,537,551,574,582,7431,Morse geo
604,NORAND AVE,G00027322,NORAND AVE,NULL,NULL,497,515,534,554,13399,Morse geo
604,NORAND AVE,G00031580,NORAND AVE,NULL,NULL,517,535,556,572,15467,Morse geo
609,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
612,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
613,SUMNER AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
614,ANDREWS PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
619,REID AVE,G00030997,MALCOLM X BLVD,REID AVE,NULL,265,279,278,298,15179,Morse geo
620,UYVESANT AVE,G00005786,UYVESANT AVE,NULL,NULL,349,361,360,380,2884,Morse geo
620,UYVESANT AVE,G00012763,UYVESANT AVE,NULL,NULL,411,NA,NA,NA,6281,Morse geo
620,UYVESANT AVE,G00014683,UYVESANT AVE,NULL,NULL,391,409,404,420,7277,Morse geo
620,UYVESANT AVE,G00029948,UYVESANT AVE,NULL,NULL,371,389,382,400,14663,Morse geo
621,MARKS AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
627,REVERE PL,G00010792,REVERE PL,NULL,NULL,1,23,2,24,5318,Morse geo
643,1 AVE,G00020973,MOTHER GAON BLVD,1 AVE,NULL,179,199,NA,NA,10345,Morse geo
644,SARATOGA AVE,G00013694,SARATOGA AVE,NULL,NULL,NA,NA,NA,NA,6767,Morse geo
644,SARATOGA AVE,G00027647,SARATOGA AVE,NULL,NULL,417,427,420,438,13541,Morse geo
666,ROCHEER AVE,G00009787,ROCHEER AVE,NULL,NULL,NA,NA,298,326,4811,Morse geo
666,ROCHEER AVE,G00013681,ROCHEER AVE,NULL,NULL,NA,NA,286,296,6762,Morse geo
666,ROCHEER AVE,G00017785,ROCHEER AVE,NULL,NULL,331,339,NA,NA,8789,Morse geo
666,ROCHEER AVE,G00021733,ROCHEER AVE,NULL,NULL,NA,NA,NA,NA,10721,Morse geo
677,NORAND AVE,G00018377,NORAND AVE,NULL,NULL,NA,NA,954,980,9092,Morse geo
677,NORAND AVE,G00025548,NORAND AVE,NULL,NULL,891,915,NA,NA,12556,Morse geo
677,NORAND AVE,G00025651,NORAND AVE,NULL,NULL,865,889,NA,NA,12611,Morse geo
680,ROCHEER AVE,G00021164,ROCHEER AVE,NULL,NULL,NA,NA,354,368,10436,Morse geo
680,ROCHEER AVE,G00021829,ROCHEER AVE,NULL,NULL,NA,NA,NA,NA,10772,Morse geo
681,NORAND AVE,G00019301,NORAND AVE,NULL,NULL,1009,1023,1012,1030,9517,Morse geo
681,NORAND AVE,G00021915,NORAND AVE,NULL,NULL,1033,1053,1038,1054,10819,Morse geo
681,NORAND AVE,G00022228,NORAND AVE,NULL,NULL,971,1003,982,1002,10956,Morse geo
682,PRIVATE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
696,VAN VOORHIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
698,SARATOGA AVE,G00005093,SARATOGA AVE,NULL,NULL,69,81,68,80,2549,Morse geo
698,SARATOGA AVE,G00010620,SARATOGA AVE,NULL,NULL,3,21,8,24,5226,Morse geo
698,SARATOGA AVE,G00011436,SARATOGA AVE,NULL,NULL,83,101,82,100,5638,Morse geo
698,SARATOGA AVE,G00018069,SARATOGA AVE,NULL,NULL,23,41,26,40,8929,Morse geo
698,SARATOGA AVE,G00027019,SARATOGA AVE,NULL,NULL,43,61,NA,NA,13256,Morse geo
705,SUYDAM PL,G00028491,SUYDAM PL,NULL,NULL,1,21,2,34,13948,Morse geo
711,RUSSELL PL,G00016440,ROOSEVELT PL,RUSSELL PL,NULL,1,33,2,34,8133,Morse geo
717,SUMPTER,G00026300,SUMPTER,NULL,NULL,337,405,318,386,12913,Morse geo
717,SUMPTER,NULL,NULL,SUMPTER,NULL,407,415,388,404,17482,Morse geo
725,WILLIAMS PL,G00001923,WILLIAMS PL,NULL,NULL,NA,NA,NA,NA,982,Morse geo
725,WILLIAMS PL,G00016442,WILLIAMS PL,NULL,NULL,NA,NA,NA,NA,19086,Morse geo
726,NEW YORK AVE E,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
761,WYONA,G00009260,WYONA,NULL,NULL,1,71,2,72,4545,Morse geo
762,ROSE PL,NULL,NULL,ROSE PL,NULL,NA,NA,NA,NA,21268,Morse geo
763,NEW JERSEY AVE,G00006732,MARGINAL  E,NEW JERSEY AVE,NULL,31,49,36,48,20379,Morse geo
763,NEW JERSEY AVE,G00006732,MARGINAL  E,NEW JERSEY AVE,NULL,13,29,NA,34,20380,Morse geo
768,SUNNYSIDE AVE,G00003935,SUNNYSIDE AVE,NULL,NULL,NA,NA,70,126,1972,Morse geo
768,SUNNYSIDE AVE,G00003538,SUNNYSIDE AVE,NULL,NULL,NA,NA,NA,NA,19162,Morse geo
768,SUNNYSIDE AVE,G00003538,SUNNYSIDE AVE,NULL,NULL,NA,NA,NA,NA,19158,Morse geo
768,SUNNYSIDE AVE,G00003538,SUNNYSIDE AVE,NULL,NULL,NA,NA,NA,NA,19160,Morse geo
771,SHEPHERD AVE,G00032687,SHEPHERD AVE,NULL,NULL,1,73,2,74,15987,Morse geo
772,SHEPHERD AVE,G00019431,SHEPHERD AVE,NULL,NULL,83,149,86,150,9587,Morse geo
775,SHEPHERD AVE,G00012070,SHEPHERD AVE,NULL,NULL,151,153,152,154,5932,Morse geo
775,SHEPHERD AVE,G00016480,SHEPHERD AVE,NULL,NULL,173,239,178,240,8153,Morse geo
775,SHEPHERD AVE,NULL,NULL,SHEPHERD AVE,NULL,NA,NA,NA,NA,19142,Morse geo
785,SUTTER AVE,G00028642,SUTTER AVE,NULL,NULL,951,979,952,974,14032,Morse geo
785,SUTTER AVE,G00031688,SUTTER AVE,NULL,NULL,981,999,976,994,15513,Morse geo
785,SUTTER AVE,G00023209,SUTTER AVE,NULL,NULL,1001,1021,1000,1022,11411,Morse geo
802,WATKINS,G00026275,WATKINS,NULL,NULL,457,511,460,512,18447,Morse geo
802,WATKINS,G00026275,WATKINS,NULL,NULL,403,451,392,462,18457,Morse geo
802,WATKINS,G00006817,WATKINS,NULL,NULL,513,571,514,570,18541,Morse geo
803,MALTA,G00002419,MALTA,NULL,NULL,1,73,2,72,1219,Morse geo
804,VAN SINDEREN AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
805,VAN SINDEREN AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
806,PENNSYLVANIA AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
807,RUMSON RD,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
808,SCHENCK AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
809,REPOSE PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
810,SHEPHERD AVE,G00006007,SHEPHERD AVE,NULL,NULL,NA,NA,670,748,3000,Morse geo
810,SHEPHERD AVE,G00009213,SHEPHERD AVE,NULL,NULL,641,659,640,660,4527,Morse geo
813,WALL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
816,ANWIK,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
821,SUYDAM,G00000092,SUYDAM,NULL,NULL,NA,NA,NA,NA,45,Morse geo
821,SUYDAM,G00009457,SUYDAM,NULL,NULL,59,71,60,88,4638,Morse geo
825,MEHAHAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
865,LEOPOLD PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
881,WOODBINE,G00001706,WOODBINE,NULL,NULL,285,307,286,310,873,Morse geo
881,WOODBINE,NULL,NULL,WOODBINE,NULL,309,343,312,344,17234,Morse geo
882,PUTNAM AVE,G00024874,PUTNAM AVE,NULL,NULL,1475,1515,1476,1516,12224,Morse geo
908,WEIRFIELD,G00000055,WEIRFIELD,NULL,NULL,296,357,270,338,31,Morse geo
908,WEIRFIELD,G00032844,WEIRFIELD,NULL,NULL,235,295,NA,NA,16055,Morse geo
911,MOFFAT,G00001700,MOFFAT,NULL,NULL,235,283,236,284,871,Morse geo
912,MONMOUTH AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
913,MOFFAT,G00003694,MOFFAT,NULL,NULL,113,171,112,170,1849,Morse geo
918,VANDERVEER,G00006487,VANDERVEER,NULL,NULL,69,115,70,114,3236,Morse geo
919,SEELEY,G00019484,SEELEY,NULL,NULL,67,97,68,88,9617,Morse geo
919,SEELEY,G00029675,SEELEY,NULL,NULL,3,65,2,66,14532,Morse geo
920,GREENWOOD AVE,G00003779,GREENWOOD AVE,NULL,NULL,801,835,802,836,1890,Morse geo
920,GREENWOOD AVE,G00003824,GREENWOOD AVE,NULL,NULL,303,323,304,324,1916,Morse geo
920,GREENWOOD AVE,G00012014,GREENWOOD AVE,NULL,NULL,701,725,702,726,5906,Morse geo
920,GREENWOOD AVE,G00032455,GREENWOOD AVE,NULL,NULL,601,625,602,626,15881,Morse geo
920,GREENWOOD AVE,G00026677,GREENWOOD AVE,NULL,NULL,401,423,402,424,17526,Morse geo
920,GREENWOOD AVE,G00026677,GREENWOOD AVE,NULL,NULL,501,529,502,530,17528,Morse geo
921,KERMET PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
922,OCEAN PKWY,NULL,NULL,OCEAN PKWY,NULL,NA,NA,80,98,19558,Morse geo
923,BUTLER,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
924,CLARA,G00005437,CLARA,NULL,NULL,NA,NA,NA,NA,2724,Morse geo
924,CLARA,G00021920,CLARA,NULL,NULL,NA,NA,NA,NA,10821,Morse geo
925,CHURCH AVE,G00006328,CHURCH AVE,NULL,NULL,301,327,302,328,3153,Morse geo
925,CHURCH AVE,G00008497,CHURCH AVE,NULL,NULL,203,223,204,224,4172,Morse geo
925,CHURCH AVE,G00025877,CHURCH AVE,NULL,NULL,501,519,502,520,12712,Morse geo
925,CHURCH AVE,G00029430,CHURCH AVE,NULL,NULL,401,419,402,420,14397,Morse geo
926,CONEY ISLAND AVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
927,IRVING PL,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
928,PARADE GROUND,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
929,MARTENSE CT,NULL,NULL,MARTENSE CT,NULL,1,15,2,14,20263,Morse geo
931,MIDWOOD,G00027573,MIDWOOD,NULL,NULL,17,72,20,93,13510,Morse geo
933,ROGERS AVE,G00004476,ROGERS AVE,NULL,NULL,559,565,560,578,2241,Morse geo
933,ROGERS AVE,G00008070,ROGERS AVE,NULL,NULL,501,523,NA,NA,3969,Morse geo
933,ROGERS AVE,G00025434,ROGERS AVE,NULL,NULL,605,625,NA,NA,12498,Morse geo
933,ROGERS AVE,G00026932,ROGERS AVE,NULL,NULL,495,499,NA,NA,13219,Morse geo
933,ROGERS AVE,G00027420,ROGERS AVE,NULL,NULL,537,547,NA,NA,13442,Morse geo
933,ROGERS AVE,G00031909,ROGERS AVE,NULL,NULL,581,603,580,604,15625,Morse geo
936,NEW YORK AVE,G00002363,NEW YORK AVE,NULL,NULL,887,919,888,920,1191,Morse geo
936,NEW YORK AVE,G00015061,NEW YORK AVE,NULL,NULL,851,887,852,886,7458,Morse geo
936,NEW YORK AVE,G00015118,NEW YORK AVE,NULL,NULL,745,791,746,792,7485,Morse geo
936,NEW YORK AVE,G00027460,NEW YORK AVE,NULL,NULL,793,849,794,850,13462,Morse geo
937,LINDEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
938,ROBINSON,G00020053,PARKSIDE AVE,ROBINSON,NULL,299,385,300,386,9896,Morse geo
940,NORAND AVE,G00010532,NORAND AVE,NULL,NULL,1131,1139,1142,1150,5184,Morse geo
940,NORAND AVE,G00023130,NORAND AVE,NULL,NULL,1105,1127,1116,1128,11378,Morse geo
940,NORAND AVE,G00023132,NORAND AVE,NULL,NULL,1165,1173,1152,1176,11379,Morse geo
940,NORAND AVE,G00023930,NORAND AVE,NULL,NULL,NA,NA,1080,1092,11750,Morse geo
940,NORAND AVE,G00025839,NORAND AVE,NULL,NULL,1091,2001,1060,1078,12692,Morse geo
941,RUTLAND RD,G00021664,RUTLAND RD,NULL,NULL,463,535,460,532,10696,Morse geo
941,RUTLAND RD,G00028983,RUTLAND RD,NULL,NULL,NA,NA,NA,NA,14191,Morse geo
942,KINGON AVE,G00013679,KINGON AVE,NULL,NULL,579,621,600,622,6760,Morse geo
942,KINGON AVE,G00013679,KINGON AVE,NULL,NULL,623,645,624,646,17242,Morse geo
944,LINDEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
945,LENOX RD,G00001139,LENOX RD,NULL,NULL,639,NA,NA,NA,586,Morse geo
945,LENOX RD,G00026744,LENOX RD,NULL,NULL,591,613,592,614,13132,Morse geo
945,LENOX RD,G00030676,LENOX RD,NULL,NULL,615,637,616,638,15013,Morse geo
945,LENOX RD,G00032936,LENOX RD,NULL,NULL,663,685,664,686,16096,Morse geo
946,RUTLAND RD,G00014516,RUTLAND RD,NULL,NULL,647,703,646,700,7185,Morse geo
946,RUTLAND RD,G00015129,RUTLAND RD,NULL,NULL,NA,NA,NA,NA,7493,Morse geo
946,RUTLAND RD,G00015289,RUTLAND RD,NULL,NULL,NA,NA,NA,NA,7568,Morse geo
946,RUTLAND RD,G00017672,RUTLAND RD,NULL,NULL,NA,NA,NA,NA,8729,Morse geo
948,RUTLAND RD,G00014516,RUTLAND RD,NULL,NULL,647,703,646,700,7185,Morse geo
948,RUTLAND RD,G00015129,RUTLAND RD,NULL,NULL,NA,NA,NA,NA,7493,Morse geo
