ED,Name,OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,source
232,AVE D,5134,{00000000-0000-0000-0000-000000000000},G00005008,NY,NEW YORK,MANHATTAN,AVE D,1,1,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,G00005008,251.544181637856,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,251.544170564329,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:38:38,HNYC_COLUMBIA,NA,Morse geo
233,AVE D,4228,{00000000-0000-0000-0000-000000000000},G00004079,NY,NEW YORK,MANHATTAN,AVE D,1,1,NA,NA,41,57,40,54,NA,NA,NA,NA,NA,G00004079,253.415024535347,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,253.415013383652,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:08,HNYC_COLUMBIA,NA,Morse geo
234,RIVINGTON,5924,{00000000-0000-0000-0000-000000000000},G00005822,NY,NEW YORK,MANHATTAN,RIVINGTON,1,1,NA,NA,164,178,165,179,NA,NA,NA,NA,NA,G00005822,251.248622658028,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,251.248611598029,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:27,HNYC_COLUMBIA,NA,Morse geo
235,RIVINGTON,2156,{00000000-0000-0000-0000-000000000000},G00001945,NY,NEW YORK,MANHATTAN,RIVINGTON,1,1,NA,NA,180,196,181,193,NA,NA,NA,NA,NA,G00001945,250.137634437925,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,250.137623419415,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:31,HNYC_COLUMBIA,NA,Morse geo
236,RIVINGTON,5591,{00000000-0000-0000-0000-000000000000},G00005476,NY,NEW YORK,MANHATTAN,RIVINGTON,1,1,NA,NA,198,214,195,215,NA,NA,NA,NA,NA,G00005476,274.021938138339,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,274.021926082186,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:18,HNYC_COLUMBIA,NA,Morse geo
237,STANTON,7597,{00000000-0000-0000-0000-000000000000},G00007519,NY,NEW YORK,MANHATTAN,STANTON,1,1,NA,NA,NA,NA,223,239,NA,NA,NA,NA,NA,G00007519,241.121103416131,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,241.121092793234,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:52,HNYC_COLUMBIA,NA,Morse geo
238,STANTON,7596,{00000000-0000-0000-0000-000000000000},G00007518,NY,NEW YORK,MANHATTAN,STANTON,1,1,NA,NA,NA,NA,241,255,NA,NA,NA,NA,NA,G00007518,243.378152899347,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,243.378142197689,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:52,HNYC_COLUMBIA,NA,Morse geo
239,SHERIFF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
240,COLUMBIA,4179,{00000000-0000-0000-0000-000000000000},G00004029,NY,NEW YORK,MANHATTAN,COLUMBIA,1,1,NA,NA,103,131,110,150,NA,NA,NA,NA,NA,G00004029,451.9274364078,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,451.927416518039,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:59,HNYC_COLUMBIA,NA,Morse geo
241,RIDGE,4260,{00000000-0000-0000-0000-000000000000},G00004112,NY,NEW YORK,MANHATTAN,RIDGE,1,1,NA,NA,139,169,140,170,NA,NA,NA,NA,NA,G00004112,457.73832652172,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,457.738306371072,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:14,HNYC_COLUMBIA,NA,Morse geo
242,RIDGE,4260,{00000000-0000-0000-0000-000000000000},G00004112,NY,NEW YORK,MANHATTAN,RIDGE,1,1,NA,NA,139,169,140,170,NA,NA,NA,NA,NA,G00004112,457.73832652172,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,457.738306371072,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:14,HNYC_COLUMBIA,NA,Morse geo
243,E HOUSTON,2647,{00000000-0000-0000-0000-000000000000},G00002450,NY,NEW YORK,MANHATTAN,E HOUSTON,1,1,NA,NA,298,316,297,317,NA,NA,NA,NA,NA,G00002450,245.395031765845,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,245.395020973617,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:04,HNYC_COLUMBIA,NA,Morse geo
244,AVE C,3421,{00000000-0000-0000-0000-000000000000},G00003249,NY,NEW YORK,MANHATTAN,AVE C,1,1,NA,AVE C,1,13,2,12,NA,NA,NA,NA,NA,G00003249,159.547323419533,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,159.547316399008,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:28,HNYC_COLUMBIA,NA,Morse geo
245,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
246,AVE C,1829,{00000000-0000-0000-0000-000000000000},G00001608,NY,NEW YORK,MANHATTAN,AVE C,1,1,NA,AVE C,15,33,14,34,NA,NA,NA,NA,NA,G00001608,272.500852860318,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,272.500840859026,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:27:32,HNYC_COLUMBIA,NA,Morse geo
247,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
248,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
249,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
250,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
251,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
253,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
254,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
255,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
256,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
257,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
258,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
259,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
260,AVE D,3805,{00000000-0000-0000-0000-000000000000},G00003643,NY,NEW YORK,MANHATTAN,AVE D,1,1,NA,NA,59,75,56,74,NA,NA,NA,NA,NA,G00003643,255.799052388903,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.799041112506,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:48,HNYC_COLUMBIA,NA,Morse geo
261,AVE D,2228,{00000000-0000-0000-0000-000000000000},G00002018,NY,NEW YORK,MANHATTAN,AVE D,1,1,NA,NA,77,91,76,90,NA,NA,NA,NA,NA,G00002018,240.801693428724,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,240.801682833744,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:44,HNYC_COLUMBIA,NA,Morse geo
262,AVE D,4846,{00000000-0000-0000-0000-000000000000},G00004713,NY,NEW YORK,MANHATTAN,AVE D,1,1,NA,NA,93,111,94,108,NA,NA,NA,NA,NA,G00004713,255.243756401434,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.243745162908,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:26,HNYC_COLUMBIA,NA,Morse geo
263,E 12,7698,{00000000-0000-0000-0000-000000000000},G00007622,NY,NEW YORK,MANHATTAN,NA,1,1,E,E 12,NA,NA,NA,NA,A,NA,NA,NA,NA,G00007622,573.046558590744,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,573.046533370477,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:47:09,HNYC_COLUMBIA,NA,Morse geo
264,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
265,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
266,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
267,AVE B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
268,AVE B,6515,{00000000-0000-0000-0000-000000000000},G00006423,NY,NEW YORK,MANHATTAN,AVE B,1,1,NA,NA,216,232,215,231,NA,NA,NA,NA,NA,G00006423,276.671094540181,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/12/2019 3:01:06,AMV2173_COLUMBIA,276.67108237855,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:18,HNYC_COLUMBIA,NA,Morse geo
269,E 12,1579,{00000000-0000-0000-0000-000000000000},G00001349,NY,NEW YORK,MANHATTAN,E 12,1,1,NA,NA,NA,NA,730,744,NA,NA,NA,NA,NA,G00001349,336.124608951693,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,336.124594145179,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:44,HNYC_COLUMBIA,NA,Morse geo
269,E 12,3910,{00000000-0000-0000-0000-000000000000},G00003751,NY,NEW YORK,MANHATTAN,E 12,1,1,NA,NA,701,727,702,728,NA,NA,NA,NA,NA,G00003751,411.445652941249,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,411.44563482778,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:06,HNYC_COLUMBIA,NA,Morse geo
270,E 12,3910,{00000000-0000-0000-0000-000000000000},G00003751,NY,NEW YORK,MANHATTAN,E 12,1,1,NA,NA,701,727,702,728,NA,NA,NA,NA,NA,G00003751,411.445652941249,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,411.44563482778,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:06,HNYC_COLUMBIA,NA,Morse geo
271,AVE C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
272,E 87,3760,{00000000-0000-0000-0000-000000000000},G00003595,NY,NEW YORK,MANHATTAN,E 87,1,1,NA,NA,401,447,400,448,NA,NA,NA,NA,NA,G00003595,713.156688264182,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,713.156656855669,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:40,HNYC_COLUMBIA,NA,Morse geo
273,E 88,4907,{00000000-0000-0000-0000-000000000000},G00004775,NY,NEW YORK,MANHATTAN,E 88,1,1,NA,NA,401,453,402,450,NA,NA,NA,NA,NA,G00004775,713.573532153283,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,713.573500743354,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:38,HNYC_COLUMBIA,NA,Morse geo
274,E 89,4637,{00000000-0000-0000-0000-000000000000},G00004492,NY,NEW YORK,MANHATTAN,E 89,1,1,NA,NA,401,449,400,450,NA,NA,NA,NA,NA,G00004492,713.601230723724,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,713.601199304891,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:37,HNYC_COLUMBIA,NA,Morse geo
275,AVE A,5462,{00000000-0000-0000-0000-000000000000},G00005346,NY,NEW YORK,MANHATTAN,YORK AVE,1,1,NA,AVE A,1673,1689,1674,1694,NA,NA,NA,NA,NA,G00005346,261.900492697597,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,261.900481152237,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:54,HNYC_COLUMBIA,NA,Morse geo
276,E 85,5355,{00000000-0000-0000-0000-000000000000},G00005234,NY,NEW YORK,MANHATTAN,E 85,1,1,NA,NA,401,445,402,450,NA,NA,NA,NA,NA,G00005234,712.865794352609,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,712.865762949909,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:33,HNYC_COLUMBIA,NA,Morse geo
277,E 86,1761,{00000000-0000-0000-0000-000000000000},G00001538,NY,NEW YORK,MANHATTAN,E 86,1,1,NA,NA,401,455,400,446,NA,NA,NA,NA,NA,G00001538,712.833558079718,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,712.833526713083,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:27:20,HNYC_COLUMBIA,NA,Morse geo
278,AVE A,891,{00000000-0000-0000-0000-000000000000},G00000642,NY,NEW YORK,MANHATTAN,YORK AVE,1,1,NA,AVE A,1613,1631,1610,1632,NA,NA,NA,NA,NA,G00000642,285.195827749404,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,285.19581520252,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:16,HNYC_COLUMBIA,NA,Morse geo
279,AVE A,6339,{00000000-0000-0000-0000-000000000000},G00006245,NY,NEW YORK,MANHATTAN,YORK AVE,1,1,NA,AVE A,1587,1611,1594,1608,NA,NA,NA,NA,NA,G00006245,264.053236010021,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,264.053224371993,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:46,HNYC_COLUMBIA,NA,Morse geo
280,AVE A,667,{00000000-0000-0000-0000-000000000000},G00000411,NY,NEW YORK,MANHATTAN,YORK AVE,1,1,NA,AVE A,1655,1671,1656,1672,NA,NA,NA,NA,NA,G00000411,261.384796518823,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,261.384785019789,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:33,HNYC_COLUMBIA,NA,Morse geo
281,E 89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
282,E 92,4624,{00000000-0000-0000-0000-000000000000},G00004479,NY,NEW YORK,MANHATTAN,E 92,1,1,NA,NA,401,441,400,440,NA,NA,NA,NA,NA,G00004479,705.242454799828,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,705.242423764144,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:34,HNYC_COLUMBIA,NA,Morse geo
283,AVE A,519,{00000000-0000-0000-0000-000000000000},G00000258,NY,NEW YORK,MANHATTAN,YORK AVE,1,1,NA,AVE A,1733,1747,1736,1744,NA,NA,NA,NA,NA,G00000258,274.384715652134,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,274.384703579943,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:08,HNYC_COLUMBIA,NA,Morse geo
284,E 90,1289,{00000000-0000-0000-0000-000000000000},G00001053,NY,NEW YORK,MANHATTAN,E 90,1,1,NA,NA,401,447,400,448,NA,NA,NA,NA,NA,G00001053,713.931256775976,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,713.931225339986,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:25:44,HNYC_COLUMBIA,NA,Morse geo
284,E 90,3306,{00000000-0000-0000-0000-000000000000},G00003129,NY,NEW YORK,MANHATTAN,E 90,1,1,NA,NA,501,551,502,550,NA,NA,NA,NA,NA,G00003129,742.494959911961,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:38:25,RSE2121_COLUMBIA,742.494927232709,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:07,HNYC_COLUMBIA,NA,Morse geo
285,JOSEPHS ORPHAN ASYLUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
286,E 109,7530,{00000000-0000-0000-0000-000000000000},G00007452,NY,NEW YORK,MANHATTAN,E 109,1,1,NA,NA,401,431,400,430,NA,NA,NA,NA,NA,G00007452,707.050036347085,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,707.050005219275,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:38,HNYC_COLUMBIA,NA,Morse geo
287,E 102,5259,{00000000-0000-0000-0000-000000000000},G00005137,NY,NEW YORK,MANHATTAN,E 102,1,1,NA,NA,400,450,401,451,NA,NA,NA,NA,NA,G00005137,851.11079951826,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:40:36,RSE2121_COLUMBIA,851.110917246857,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:09,HNYC_COLUMBIA,NA,Morse geo
288,WARDS ISLAND PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
289,E 111,7533,{00000000-0000-0000-0000-000000000000},G00007455,NY,NEW YORK,MANHATTAN,E 111,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00007455,709.081966374058,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,709.081935156786,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:39,HNYC_COLUMBIA,NA,Morse geo
290,1 AVE,3685,{00000000-0000-0000-0000-000000000000},G00003518,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2221,2237,2222,2236,NA,NA,NA,NA,NA,G00003518,255.952416924601,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,255.952405652786,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:23,HNYC_COLUMBIA,NA,Morse geo
291,1 AVE,6221,{00000000-0000-0000-0000-000000000000},G00006123,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2239,2257,2240,2254,NA,NA,NA,NA,NA,G00006123,288.347463176848,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,288.347450492333,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:23,HNYC_COLUMBIA,NA,Morse geo
292,1 AVE,6364,{00000000-0000-0000-0000-000000000000},G00006270,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2261,2275,2258,2274,NA,NA,NA,NA,NA,G00006270,282.030399763365,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,282.030387348113,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:51,HNYC_COLUMBIA,NA,Morse geo
293,1 AVE,4467,{00000000-0000-0000-0000-000000000000},G00004322,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2277,2293,2278,2294,NA,NA,NA,NA,NA,G00004322,261.800616949028,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,261.800605418061,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:02,HNYC_COLUMBIA,NA,Morse geo
294,1 AVE,2708,{00000000-0000-0000-0000-000000000000},G00002514,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2295,2323,2296,2316,NA,NA,NA,NA,NA,G00002514,260.835754987636,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,260.835743496909,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:15,HNYC_COLUMBIA,NA,Morse geo
295,E 119,6528,{00000000-0000-0000-0000-000000000000},G00006436,NY,NEW YORK,MANHATTAN,E 119,1,1,NA,NA,501,539,500,544,NA,NA,NA,NA,NA,G00006436,746.475206371197,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,746.475173509532,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:43:21,HNYC_COLUMBIA,NA,Morse geo
296,RANDALLS ISLAND PARK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Morse
297,1 AVE,1436,{00000000-0000-0000-0000-000000000000},G00001204,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2421,2437,2420,2434,NA,NA,NA,NA,NA,G00001204,279.187344845547,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,279.187332550429,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:14,HNYC_COLUMBIA,NA,Morse geo
297,1 AVE,1622,{00000000-0000-0000-0000-000000000000},G00001395,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2405,2419,2404,2418,NA,NA,NA,NA,NA,G00001395,268.33296349207,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,268.332951678978,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:53,HNYC_COLUMBIA,NA,Morse geo
297,1 AVE,7558,{00000000-0000-0000-0000-000000000000},G00007480,NY,NEW YORK,MANHATTAN,NA,1,1,NA,1 AVE,NA,NA,NA,NA,A,NA,NA,NA,NA,G00007480,276.148646073825,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,276.148633917393,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:44,HNYC_COLUMBIA,NA,Morse geo
297,1 AVE,7560,{00000000-0000-0000-0000-000000000000},G00007482,NY,NEW YORK,MANHATTAN,NA,1,1,NA,1 AVE,NA,NA,NA,NA,A,NA,NA,NA,NA,G00007482,273.594666949348,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/19/2019 20:38:36,AMV2173_COLUMBIA,273.594654918955,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:45,HNYC_COLUMBIA,NA,Morse geo
298,1 AVE,4668,{00000000-0000-0000-0000-000000000000},G00004525,NY,NEW YORK,MANHATTAN,1 AVE,1,1,NA,NA,2387,2403,2380,2398,NA,NA,NA,NA,NA,G00004525,257.23020284063,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,257.230191508045,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:44,HNYC_COLUMBIA,NA,Morse geo
299,1 AVE,7743,{00000000-0000-0000-0000-000000000000},G00007668,NY,NEW YORK,MANHATTAN,NA,1,1,NA,1 AVE,2361,2385,2360,2376,NA,NA,NA,NA,NA,G00007668,254.876686631478,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,254.876675426248,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:47:16,HNYC_COLUMBIA,NA,Morse geo
