ED,Name,OBJECTID,GlobalID,JoinID,State,City,Boro,FULL_STREE,y1910Valid,y1910_gcheck,y1910DirStreet,y1910NameStreet,y1910Left_Low,y1910Left_High,y1910Right_Low,y1910Right_High,y1910Issue,y1910ParityLeft,y1910ParityRight,y1910Unopened,y1910NameALT,JoinID_1910,Shape__Length,CreationDate,Creator,EditDate,Editor,Shape__Length_2,CreationDate_1,Creator_1,EditDate_1,Editor_1,Issue_General,source
415,E 116,3385,{00000000-0000-0000-0000-000000000000},G00003211,NY,NEW YORK,MANHATTAN,E 116,1,1,NA,NA,145,187,148,188,NA,NA,NA,NA,NA,G00003211,506.465911264025,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,506.465888957789,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:32:21,HNYC_COLUMBIA,NA,Morse geo
415,E 116,5076,{00000000-0000-0000-0000-000000000000},G00004949,NY,NEW YORK,MANHATTAN,E 116,1,1,NA,NA,97,139,100,132,NA,NA,NA,NA,NA,G00004949,469.249950508132,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,469.249929863435,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:38:25,HNYC_COLUMBIA,NA,Morse geo
416,E 117,4434,{00000000-0000-0000-0000-000000000000},G00004289,NY,NEW YORK,MANHATTAN,E 117,1,1,NA,NA,101,143,100,142,NA,NA,NA,NA,NA,G00004289,471.712083378155,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,471.71206261476,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:53,HNYC_COLUMBIA,NA,Morse geo
416,E 117,2895,{00000000-0000-0000-0000-000000000000},G00002706,NY,NEW YORK,MANHATTAN,E 117,1,1,NA,NA,143,187,152,188,NA,NA,NA,NA,NA,G00002706,507.702496268015,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.702473918291,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:47,HNYC_COLUMBIA,NA,Morse geo
417,E 118,7961,{00000000-0000-0000-0000-000000000000},G00007917,NY,NEW YORK,MANHATTAN,E 118,1,1,NA,NA,167,175,168,174,NA,NA,NA,NA,NA,G00007917,189.523930079336,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:55:23,RSE2121_COLUMBIA,189.523921716558,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:47:53,HNYC_COLUMBIA,NA,Morse geo
417,E 118,7962,{00000000-0000-0000-0000-000000000000},G00007918,NY,NEW YORK,MANHATTAN,E 118,1,1,NA,NA,147,165,152,166,NA,NA,NA,NA,NA,G00007918,320.733972538339,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:55:53,RSE2121_COLUMBIA,320.733958413667,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:47:53,HNYC_COLUMBIA,NA,Morse geo
418,E 119,5399,{00000000-0000-0000-0000-000000000000},G00005280,NY,NEW YORK,MANHATTAN,E 119,1,1,NA,NA,101,143,100,140,NA,NA,NA,NA,NA,G00005280,472.806010240545,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,472.805989443856,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:39:41,HNYC_COLUMBIA,NA,Morse geo
419,E 120,7255,{00000000-0000-0000-0000-000000000000},G00007171,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,165,181,164,180,NA,NA,NA,NA,NA,G00007171,281.699024068323,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,281.699298638828,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:46,HNYC_COLUMBIA,NA,Morse geo
419,E 120,7256,{00000000-0000-0000-0000-000000000000},G00007172,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,143,163,142,162,NA,NA,NA,NA,NA,G00007172,225.599854379571,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,225.599844461028,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:46,HNYC_COLUMBIA,NA,Morse geo
419,E 120,4170,{00000000-0000-0000-0000-000000000000},G00004020,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,105,133,94,130,NA,NA,NA,NA,NA,G00004020,472.869081174304,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,472.869060368949,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:58,HNYC_COLUMBIA,NA,Morse geo
419,E 120,5696,{00000000-0000-0000-0000-000000000000},G00005582,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00005582,79.7856798123035,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,79.7856762908911,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:42,HNYC_COLUMBIA,NA,Morse geo
420,E 121,4518,{00000000-0000-0000-0000-000000000000},G00004373,NY,NEW YORK,MANHATTAN,E 121,1,1,NA,NA,101,135,100,134,NA,NA,NA,NA,NA,G00004373,472.378150255748,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,472.378129453231,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:12,HNYC_COLUMBIA,NA,Morse geo
420,E 121,6322,{00000000-0000-0000-0000-000000000000},G00006227,NY,NEW YORK,MANHATTAN,E 121,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00006227,80.547744305482,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,80.5477407577234,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:43,HNYC_COLUMBIA,NA,Morse geo
421,E 122,928,{00000000-0000-0000-0000-000000000000},G00000684,NY,NEW YORK,MANHATTAN,E 122,1,1,NA,NA,157,183,132,184,NA,NA,NA,NA,NA,G00000684,507.068582710921,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.06856038588,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:27,HNYC_COLUMBIA,NA,Morse geo
422,E 123,2649,{00000000-0000-0000-0000-000000000000},G00002452,NY,NEW YORK,MANHATTAN,E 123,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00002452,86.3376108143463,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,86.3376070179404,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:05,HNYC_COLUMBIA,NA,Morse geo
422,E 123,6035,{00000000-0000-0000-0000-000000000000},G00005933,NY,NEW YORK,MANHATTAN,E 123,1,1,NA,NA,101,141,100,138,NA,NA,NA,NA,NA,G00005933,467.792746669552,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,467.793012832614,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:48,HNYC_COLUMBIA,NA,Morse geo
423,E 124,6245,{00000000-0000-0000-0000-000000000000},G00006147,NY,NEW YORK,MANHATTAN,E 124,1,1,NA,NA,147,185,148,184,NA,NA,NA,NA,NA,G00006147,507.654352235424,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.654329891532,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:27,HNYC_COLUMBIA,NA,Morse geo
423,E 124,5892,{00000000-0000-0000-0000-000000000000},G00005785,NY,NEW YORK,MANHATTAN,E 124,1,1,NA,NA,103,135,100,136,NA,NA,NA,NA,NA,G00005785,466.949192528616,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,466.949458718234,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:20,HNYC_COLUMBIA,NA,Morse geo
423,E 124,5902,{00000000-0000-0000-0000-000000000000},G00005795,NY,NEW YORK,MANHATTAN,E 124,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00005795,89.8688558176284,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,89.8688518692251,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:22,HNYC_COLUMBIA,NA,Morse geo
424,E 127,1887,{00000000-0000-0000-0000-000000000000},G00001669,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00001669,89.2941809883169,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,89.2941770659854,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:27:42,HNYC_COLUMBIA,NA,Morse geo
424,E 127,6189,{00000000-0000-0000-0000-000000000000},G00006090,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,139,175,142,178,NA,NA,NA,NA,NA,G00006090,507.232236725193,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.232214387115,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:17,HNYC_COLUMBIA,NA,Morse geo
424,E 127,7193,{00000000-0000-0000-0000-000000000000},G00007107,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,101,137,102,140,NA,NA,NA,NA,NA,G00007107,469.333830069244,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,469.333809398492,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:34,HNYC_COLUMBIA,NA,Morse geo
425,E 127,6189,{00000000-0000-0000-0000-000000000000},G00006090,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,139,175,142,178,NA,NA,NA,NA,NA,G00006090,507.232236725193,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.232214387115,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:42:17,HNYC_COLUMBIA,NA,Morse geo
425,E 127,7193,{00000000-0000-0000-0000-000000000000},G00007107,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,101,137,102,140,NA,NA,NA,NA,NA,G00007107,469.333830069244,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,469.333809398492,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:34,HNYC_COLUMBIA,NA,Morse geo
426,E 129,7566,{00000000-0000-0000-0000-000000000000},G00007488,NY,NEW YORK,MANHATTAN,E 129,1,1,NA,NA,NA,NA,134,170,NA,NA,NA,NA,NA,G00007488,506.259022128437,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,506.2591547612,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:46:46,HNYC_COLUMBIA,NA,Morse geo
426,E 129,4430,{00000000-0000-0000-0000-000000000000},G00004285,NY,NEW YORK,MANHATTAN,E 129,1,1,NA,NA,101,131,100,132,NA,NA,NA,NA,NA,G00004285,471.443336868689,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,471.443316118327,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:35:52,HNYC_COLUMBIA,NA,Morse geo
426,E 129,4720,{00000000-0000-0000-0000-000000000000},G00004578,NY,NEW YORK,MANHATTAN,E 129,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00004578,83.1254160505955,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,83.1254124018045,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:56,HNYC_COLUMBIA,NA,Morse geo
427,E 134,7203,{00000000-0000-0000-0000-000000000000},G00007117,NY,NEW YORK,MANHATTAN,E 134,1,1,NA,NA,1,23,2,28,NA,NA,NA,NA,NA,G00007117,510.448842534884,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.448842542203,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 16:44:52,MSL2215_COLUMBIA,NA,Morse geo
427,E 134,7844,{00000000-0000-0000-0000-000000000000},G00007769,NY,NEW YORK,MANHATTAN,E 134,1,1,NA,NA,43,65,44,66,NA,NA,NA,NA,NA,G00007769,506.779457465265,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,506.779457465367,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 16:45:20,MSL2215_COLUMBIA,NA,Morse geo
428,E 135,4675,{00000000-0000-0000-0000-000000000000},G00004532,NY,NEW YORK,MANHATTAN,E 135,1,1,NA,NA,35,55,36,56,NA,NA,NA,NA,NA,G00004532,511.27799617028,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 21:50:30,RSE2121_COLUMBIA,511.277973655451,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 16:48:24,MSL2215_COLUMBIA,NA,Morse geo
428,E 135,7206,{00000000-0000-0000-0000-000000000000},G00007120,NY,NEW YORK,MANHATTAN,E 135,1,1,NA,NA,1,33,2,34,NA,NA,NA,NA,NA,G00007120,501.248334165298,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,501.248312099225,7/22/2019 17:22:53,HNYC_COLUMBIA,3/20/2020 16:48:09,MSL2215_COLUMBIA,NA,Morse geo
429,E 133,7202,{00000000-0000-0000-0000-000000000000},G00007116,NY,NEW YORK,MANHATTAN,E 133,1,1,NA,NA,2,34,1,35,NA,NA,NA,NA,NA,G00007116,510.20807187701803,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.208071877106,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:45:36,HNYC_COLUMBIA,NA,Morse geo
429,E 133,7842,{00000000-0000-0000-0000-000000000000},G00007767,NY,NEW YORK,MANHATTAN,E 133,1,1,NA,NA,40,66,41,65,NA,NA,NA,NA,NA,G00007767,511.32455411521,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,511.32455411521,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:47:35,HNYC_COLUMBIA,NA,Morse geo
430,E 132,3661,{00000000-0000-0000-0000-000000000000},G00003493,NY,NEW YORK,MANHATTAN,E 132,1,1,NA,NA,1,33,2,22,NA,NA,NA,NA,NA,G00003493,510.128322547413,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.128586881156,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:17,HNYC_COLUMBIA,NA,Morse geo
431,E 132,2370,{00000000-0000-0000-0000-000000000000},G00002165,NY,NEW YORK,MANHATTAN,E 132,1,1,NA,NA,35,65,36,62,NA,NA,NA,NA,NA,G00002165,507.027203576001,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,507.027181249497,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:29:15,HNYC_COLUMBIA,NA,Morse geo
432,E 131,1258,{00000000-0000-0000-0000-000000000000},G00001022,NY,NEW YORK,MANHATTAN,E 131,1,1,NA,NA,39,61,46,76,NA,NA,NA,NA,NA,G00001022,466.558702908444,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,466.558682358301,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:25:35,HNYC_COLUMBIA,NA,Morse geo
432,E 131,5545,{00000000-0000-0000-0000-000000000000},G00005430,NY,NEW YORK,MANHATTAN,E 131,1,1,NA,NA,1,29,2,34,NA,NA,NA,NA,NA,G00005430,511.550721003954,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,511.550985139266,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:10,HNYC_COLUMBIA,NA,Morse geo
433,E 128,6018,{00000000-0000-0000-0000-000000000000},G00005916,NY,NEW YORK,MANHATTAN,E 128,1,1,NA,NA,1,31,2,32,NA,NA,NA,NA,NA,G00005916,510.495436124049,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.495413660031,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:45,HNYC_COLUMBIA,NA,Morse geo
434,E 128,2119,{00000000-0000-0000-0000-000000000000},G00001907,NY,NEW YORK,MANHATTAN,E 128,1,1,NA,NA,39,79,48,78,NA,NA,NA,NA,NA,G00001907,466.290467068371,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,466.29073364908,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:28:24,HNYC_COLUMBIA,NA,Morse geo
434,E 128,5740,{00000000-0000-0000-0000-000000000000},G00005627,NY,NEW YORK,MANHATTAN,E 128,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00005627,83.230859815388,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,83.2308561594246,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:40:50,HNYC_COLUMBIA,NA,Morse geo
435,E 127,2989,{00000000-0000-0000-0000-000000000000},G00002802,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,49,83,50,86,NA,NA,NA,NA,NA,G00002802,464.435276138491,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,464.43570181663,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:07,HNYC_COLUMBIA,NA,Morse geo
435,E 127,1887,{00000000-0000-0000-0000-000000000000},G00001669,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00001669,89.2941809883169,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,89.2941770659854,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:27:42,HNYC_COLUMBIA,NA,Morse geo
435,E 127,1414,{00000000-0000-0000-0000-000000000000},G00001182,NY,NEW YORK,MANHATTAN,E 127,1,1,NA,NA,1,37,2,36,NA,NA,NA,NA,NA,G00001182,511.17115216341,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,511.171129667468,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:09,HNYC_COLUMBIA,NA,Morse geo
436,E 125,3958,{00000000-0000-0000-0000-000000000000},G00003800,NY,NEW YORK,MANHATTAN,E 125,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00003800,94.0886920447181,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,94.0889731766911,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:15,HNYC_COLUMBIA,NA,Morse geo
436,E 125,4908,{00000000-0000-0000-0000-000000000000},G00004776,NY,NEW YORK,MANHATTAN,E 125,1,1,NA,NA,1,49,2,30,NA,NA,NA,NA,NA,G00004776,511.557269895881,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,511.557247379694,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:37:38,HNYC_COLUMBIA,NA,Morse geo
436,E 125,5797,{00000000-0000-0000-0000-000000000000},G00005688,NY,NEW YORK,MANHATTAN,E 125,1,1,NA,NA,51,81,50,80,NA,NA,NA,NA,NA,G00005688,461.070503687223,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,461.070483376855,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:41:01,HNYC_COLUMBIA,NA,Morse geo
437,E 105,634,{00000000-0000-0000-0000-000000000000},G00000377,NY,NEW YORK,MANHATTAN,E 105,1,1,NA,NA,401,449,400,450,NA,NA,NA,NA,NA,G00000377,900.890468476831,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/11/2019 18:44:03,RSE2121_COLUMBIA,900.890715624998,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:27,HNYC_COLUMBIA,NA,Morse geo
438,E 123,528,{00000000-0000-0000-0000-000000000000},G00000268,NY,NEW YORK,MANHATTAN,E 123,1,1,NA,NA,39,73,50,76,NA,NA,NA,NA,NA,G00000268,483.563647265223,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,483.563625978955,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:23:09,HNYC_COLUMBIA,NA,Morse geo
439,E 121,1060,{00000000-0000-0000-0000-000000000000},G00000819,NY,NEW YORK,MANHATTAN,E 121,1,1,NA,NA,51,79,50,82,NA,NA,NA,NA,NA,G00000819,484.68873388042,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,484.68871255107,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:51,HNYC_COLUMBIA,NA,Morse geo
440,E 120,1639,{00000000-0000-0000-0000-000000000000},G00001413,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,51,50,77,74,NA,NA,NA,NA,NA,G00001413,476.538149435049,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,476.5381284545,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:57,HNYC_COLUMBIA,NA,Morse geo
441,E 120,1079,{00000000-0000-0000-0000-000000000000},G00000838,NY,NEW YORK,MANHATTAN,E 120,1,1,NA,NA,NA,NA,2,28,NA,NA,NA,NA,NA,G00000838,506.088573571354,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,506.088551294417,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:24:55,HNYC_COLUMBIA,NA,Morse geo
442,E 119,3674,{00000000-0000-0000-0000-000000000000},G00003506,NY,NEW YORK,MANHATTAN,E 119,1,1,NA,NA,1,23,2,38,NA,NA,NA,NA,NA,G00003506,511.157974344276,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,511.157951846971,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:20,HNYC_COLUMBIA,NA,Morse geo
443,E 119,1106,{00000000-0000-0000-0000-000000000000},G00000866,NY,NEW YORK,MANHATTAN,E 119,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00000866,81.4325063405065,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,81.4325027509626,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:25:00,HNYC_COLUMBIA,NA,Morse geo
443,E 119,1463,{00000000-0000-0000-0000-000000000000},G00001232,NY,NEW YORK,MANHATTAN,E 119,1,1,NA,NA,51,79,50,78,NA,NA,NA,NA,NA,G00001232,468.442133195051,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,468.442112572033,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:26:20,HNYC_COLUMBIA,NA,Morse geo
444,E 118,3850,{00000000-0000-0000-0000-000000000000},G00003690,NY,NEW YORK,MANHATTAN,E 118,1,1,NA,NA,51,79,48,80,NA,NA,NA,NA,NA,G00003690,467.960866631255,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,467.960846041528,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:33:55,HNYC_COLUMBIA,NA,Morse geo
445,E 118,4724,{00000000-0000-0000-0000-000000000000},G00004582,NY,NEW YORK,MANHATTAN,E 118,1,1,NA,NA,1,23,2,28,NA,NA,NA,NA,NA,G00004582,510.734207441973,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.734184951875,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:36:57,HNYC_COLUMBIA,NA,Morse geo
446,E 117,1941,{00000000-0000-0000-0000-000000000000},G00001727,NY,NEW YORK,MANHATTAN,E 117,1,1,NA,NA,1,23,2,28,NA,NA,NA,NA,NA,G00001727,510.799109240495,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.799086750397,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:27:51,HNYC_COLUMBIA,NA,Morse geo
447,E 117,2761,{00000000-0000-0000-0000-000000000000},G00002569,NY,NEW YORK,MANHATTAN,E 117,1,1,NA,NA,NA,NA,NA,NA,A,NA,NA,NA,NA,G00002569,83.4139208523795,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,83.4139171891188,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:30:24,HNYC_COLUMBIA,NA,Morse geo
447,E 117,4069,{00000000-0000-0000-0000-000000000000},G00003915,NY,NEW YORK,MANHATTAN,E 117,1,1,NA,NA,49,48,77,74,NA,NA,NA,NA,NA,G00003915,467.307393448496,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,467.307372864584,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:34:38,HNYC_COLUMBIA,NA,Morse geo
448,E 116,3009,{00000000-0000-0000-0000-000000000000},G00002822,NY,NEW YORK,MANHATTAN,E 116,1,1,NA,NA,69,95,50,78,NA,NA,NA,NA,NA,G00002822,466.804893794168,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,466.804873257984,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:10,HNYC_COLUMBIA,NA,Morse geo
449,E 116,3201,{00000000-0000-0000-0000-000000000000},G00003018,NY,NEW YORK,MANHATTAN,E 116,1,1,NA,NA,1,27,2,28,NA,NA,NA,NA,NA,G00003018,510.645658096467,7/10/2019 23:07:10,DPM2159_COLUMBIA,7/10/2019 23:07:10,DPM2159_COLUMBIA,510.64563561941,7/22/2019 17:22:53,HNYC_COLUMBIA,3/4/2020 18:31:45,HNYC_COLUMBIA,NA,Morse geo
